Aliment,Energie,Proteines,Glucides,Lipides,Fructose,Sucres,Galactose,Glucose,Lactose,Maltose,Saccharose,Amidon
"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux",451.0,9.13,62.7,16.7,0.78,21.8,0.1,1.03,0.25,1.04,18.7,34.4
"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés",400.0,10.7,61.6,11.0,6.9,18.6,0.0,6.0,0.2,0.2,2.8,43.0
"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",385.0,8.82,75.2,4.01,0.2,44.4,0.0,0.2,0.2,1.0,35.8,30.8
"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",338.0,14.0,49.0,3.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0
"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",374.0,5.77,84.7,0.63,0.0,30.0,0.0,0.0,0.0,0.0,30.0,50.0
"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",386.0,10.3,67.9,6.3,0.0,20.9,0.0,0.0,0.0,0.0,18.1,46.3
Muesli floconneux ou de type traditionnel,382.0,10.6,68.5,4.83,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0
Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),393.0,5.71,86.2,2.35,1.9,30.9,0.0,2.0,0.2,0.9,21.5,55.3
Blé khorasan complet soufflé,378.0,7.32,80.5,1.96,0.2,0.0,0.0,0.2,0.2,0.7,22.5,0.0
"Riz soufflé chocolaté, enrichi en vitamines et minéraux",390.0,6.22,83.2,2.82,0.36,29.7,0.0,0.23,0.2,3.17,25.9,50.0
"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",384.0,5.5,85.3,1.8,1.91,27.0,0.1,2.03,0.1,2.19,20.8,58.3
"Céréales complètes soufflées, enrichies en vitamines et minéraux",385.0,7.95,76.8,3.85,0.0,32.0,0.0,0.0,0.0,0.0,27.1,44.8
"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",392.0,7.39,79.4,4.27,0.0,33.3,0.0,0.0,0.0,0.0,33.3,46.1
"Muesli croustillant, au quinoa",0.0,10.9,71.2,10.7,2.4,0.0,0.0,4.2,0.2,2.7,1.9,0.0
Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),369.0,9.5,61.7,6.9,7.9,20.6,0.1,8.15,0.1,0.56,3.98,0.0
Flocon d'avoine précuit,370.0,11.7,58.0,7.7,0.2,1.84,0.0,0.2,0.2,0.2,1.3,56.2
"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",382.0,7.06,79.5,3.2,0.64,28.1,0.1,1.07,0.44,1.29,24.7,38.0
"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux",379.0,6.13,72.8,6.53,0.0,30.2,0.0,0.0,0.0,0.0,0.0,40.6
"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux",418.0,5.99,72.9,10.9,2.86,32.4,0.0,4.1,0.8,2.76,20.9,36.3
Barre céréalière diététique hypocalorique,386.0,5.9,65.3,11.2,0.0,8.5,0.0,0.0,0.0,0.0,0.0,28.0
Barre céréalière chocolatée,451.0,6.55,73.0,14.9,2.1,32.9,0.0,6.19,2.06,5.82,16.6,33.5
Barre céréalière aux fruits,377.0,5.49,73.5,7.07,4.38,29.6,0.0,11.6,0.16,8.81,2.91,37.1
Barre céréalière aux amandes ou noisettes,444.0,8.69,60.6,18.2,1.18,20.4,0.1,5.7,0.1,10.6,2.89,26.3
Barre céréalière chocolatée aux fruits,0.0,5.7,70.4,11.8,3.93,34.8,0.0,11.1,0.0,6.0,6.8,29.7
"Baba au rhum, préemballé",169.0,2.83,23.6,3.86,1.75,18.2,0.0,0.0,0.0,0.63,13.3,0.0
Gâteau Paris-Brest (pâte à choux crème mousseline praliné),0.0,5.44,26.1,24.9,1.0,16.2,0.0,0.2,2.0,0.2,13.1,8.1
"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",0.0,4.13,34.2,19.0,3.1,29.5,0.0,4.3,1.6,1.4,19.1,4.5
"Gâteau mousse de fruits sur génoise, type miroir, bavarois",0.0,3.87,31.6,12.2,2.13,25.1,0.0,2.91,1.36,0.77,17.9,6.49
Entremets type Opéra,0.0,5.19,39.6,24.0,0.4,35.1,0.0,0.7,0.6,0.3,33.1,4.5
Fraisier ou framboisier,0.0,3.31,26.7,15.5,8.3,17.3,0.0,7.8,0.5,0.5,0.5,3.3
Baba au rhum,0.0,2.25,36.3,9.9,2.82,29.9,0.1,3.22,0.73,0.83,22.3,5.4
Canelé,0.0,5.2,59.4,3.7,0.2,37.6,0.0,0.2,3.0,0.2,34.6,20.2
Macaron moelleux fourré à la confiture ou à la crème,0.0,10.0,49.7,21.2,0.97,45.2,0.0,1.06,0.2,0.2,43.1,4.58
Bûche de Noël pâtissière,0.0,4.2,30.7,19.7,1.4,23.7,0.0,1.8,1.1,1.0,18.4,2.7
"Brownie au chocolat, préemballé",458.0,5.94,50.6,25.4,0.33,35.1,0.1,0.97,0.34,0.75,32.7,8.2
Rocher coco ou Congolais (petit gâteau à la noix de coco),0.0,4.46,53.7,24.1,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0
Biscuit de Savoie,0.0,6.05,56.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quatre-quarts, fabrication artisanale",0.0,5.94,46.0,25.6,0.15,26.8,0.1,0.23,0.12,0.13,26.2,17.7
"Quatre-quarts, préemballé",0.0,5.94,48.2,23.9,0.1,26.4,0.1,0.33,0.1,0.27,25.8,17.2
"Barre pâtissière, préemballé",0.0,5.38,54.7,14.9,0.1,26.8,0.1,0.18,0.17,0.21,26.2,21.9
"Gâteau au citron, tout type",0.0,5.0,54.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.2
Far aux pruneaux,0.0,5.13,32.0,8.0,3.25,21.5,0.1,5.19,1.93,0.27,10.9,8.2
Kouign Amann,0.0,5.81,48.7,25.1,5.1,20.5,0.1,4.64,0.39,0.87,9.45,24.9
Pain d'épices,0.0,2.94,71.5,1.1,15.5,38.2,0.1,18.8,0.1,3.18,0.72,28.4
Pain d'épices fourré ou nonette,0.0,4.0,76.0,2.5,0.0,44.0,0.0,0.0,0.0,0.0,7.2,20.5
Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),0.0,10.4,49.2,24.5,13.5,39.6,0.0,14.9,0.2,0.2,11.2,9.6
Corne de gazelle (pâtisserie orientale aux amandes et sirop),0.0,8.55,60.2,22.1,0.5,32.0,0.0,0.4,1.0,0.2,30.1,28.2
Chou à la crème (chantilly ou pâtissière),0.0,4.5,25.2,22.9,0.21,16.7,0.1,0.53,2.1,0.18,13.7,7.5
"Chou à la crème chantilly, Saint-honoré",0.0,4.63,22.9,26.4,2.7,8.9,0.0,0.5,1.8,0.5,4.4,6.9
Chou à la crème pâtissière,0.0,4.31,34.9,7.3,5.9,13.5,0.0,2.6,1.7,0.5,0.5,8.1
Éclair,0.0,5.78,31.6,11.8,0.2,18.9,0.0,0.8,2.8,0.2,15.3,8.2
Tarte aux fruits et crème pâtissière,0.0,2.94,30.0,7.7,5.6,18.7,0.0,6.0,1.1,1.4,4.6,10.0
"Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados)",313.0,4.44,38.7,15.0,4.48,25.8,0.0,2.34,0.29,0.29,18.4,12.9
Tarte au citron,0.0,5.0,42.7,20.9,1.8,30.1,0.0,2.1,0.5,0.5,25.2,1.8
Tarte ou tartelette aux pommes,0.0,2.52,32.7,8.79,7.76,20.7,0.0,4.3,0.2,2.24,6.36,12.1
Tarte aux fraises,0.0,3.19,31.0,19.8,5.7,0.0,0.0,7.2,0.5,0.5,0.5,5.7
Crumble aux pommes,0.0,2.19,33.8,9.5,6.13,19.0,0.1,3.66,0.1,1.06,8.12,9.1
Tarte aux abricots,0.0,3.18,41.0,10.7,4.56,17.4,0.0,6.54,0.2,1.98,4.26,15.7
Tarte aux fruits rouges,0.0,3.5,38.5,6.87,4.4,20.9,0.0,5.0,0.2,1.3,10.1,13.8
Tarte Tatin aux pommes,0.0,2.31,37.1,9.3,8.1,24.9,0.0,5.5,0.2,0.5,10.7,9.8
"Tarte au chocolat, fabrication artisanale",0.0,5.94,40.9,30.7,1.4,22.7,0.0,1.8,1.0,0.5,18.0,15.4
Tarte ou tartelette aux fruits,0.0,3.72,46.9,10.6,4.8,24.6,0.0,6.32,0.32,4.37,8.75,0.0
Flan pâtissier aux oeufs ou à la parisienne,0.0,3.69,29.2,11.3,0.1,18.4,0.1,0.12,2.79,0.51,15.0,10.8
Charlotte aux fruits,0.0,5.16,28.2,6.64,10.5,21.7,0.0,10.2,0.2,0.8,0.2,6.3
Gâteau au chocolat,0.0,5.74,54.6,21.6,0.32,32.2,0.0,1.71,0.5,1.51,28.1,18.0
"Gâteau moelleux au chocolat, préemballé",0.0,6.19,48.2,24.0,0.24,33.4,0.0,0.72,0.2,1.64,30.8,9.0
Gâteau au yaourt,0.0,5.87,51.8,21.4,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0
Gâteau au fromage blanc,0.0,6.17,27.0,11.6,0.3,19.5,0.0,3.21,3.21,0.3,13.1,0.0
Gâteau moelleux nature type génoise,0.0,5.7,57.6,14.4,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0
Galette des rois feuilletée,0.0,5.0,29.8,23.3,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0
"Galette des rois feuilletée, fourrée frangipane, et Pithiviers",0.0,7.6,33.4,30.0,0.7,15.6,0.0,0.5,0.5,0.5,11.1,14.6
"Crêpe, nature, préemballée, rayon frais",0.0,6.49,40.0,7.21,0.2,19.1,0.0,0.7,2.3,0.2,15.9,18.6
"Crêpe, nature, préemballée, rayon température ambiante",0.0,8.5,58.1,14.1,0.17,28.1,0.1,2.83,1.72,0.24,23.1,30.1
"Galette de sarrasin, nature, préemballée",0.0,5.95,30.1,1.51,0.2,1.08,0.0,0.3,0.2,0.2,0.2,23.3
"Gâteau basque, crème pâtissière",0.0,4.03,57.4,13.3,3.3,28.1,0.0,3.6,0.9,0.2,20.3,22.1
"Gâteau basque, cerises",0.0,4.3,63.3,13.5,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe fourrée au sucre, préemballée",0.0,6.62,58.7,15.8,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe fourrée à la confiture, maison",0.0,6.51,54.0,5.74,0.0,19.4,0.0,0.0,0.0,0.0,0.0,23.1
"Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison",0.0,8.1,54.3,14.6,0.0,20.4,0.0,0.0,0.0,0.0,0.0,23.7
"Crêpe fourrée chocolat, préemballée",0.0,6.43,58.7,20.4,0.2,38.2,0.0,0.2,2.9,0.2,35.2,17.8
"Crêpe fourrée fraise, préemballée",0.0,5.35,66.7,6.6,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0
"Gaufre fine fourrée au miel, préemballée",455.0,4.56,67.0,18.3,7.62,37.0,0.1,10.5,0.1,7.1,11.7,21.1
"Gaufre bruxelloise ou liégeoise, préparation artisanale",0.0,8.0,36.1,13.4,0.5,4.8,0.2,0.3,0.9,0.5,2.6,28.6
"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",0.0,7.1,52.5,25.2,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée",0.0,6.1,55.9,23.9,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0
"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",0.0,5.18,66.4,17.9,4.6,37.6,0.0,6.5,0.2,7.7,14.7,0.0
"Gaufre croustillante (fine ou sèche), chocolatée, préemballée",0.0,6.9,70.0,16.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beignet rond moelleux, sans fourrage, saupoudré de sucre",404.0,7.25,39.4,23.7,1.09,10.7,0.0,2.38,0.3,0.79,6.14,26.3
Beignet à la confiture,378.0,6.36,45.6,18.7,0.0,19.9,0.0,3.6,0.0,0.0,9.2,25.7
"Beignet fourré aux fruits, préemballé",362.0,5.65,47.6,16.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0
"Beignet fourré goût chocolat, préemballé",420.0,7.31,45.9,22.5,0.99,18.6,0.0,1.59,0.6,1.79,13.6,22.7
"Cake aux fruits, préemballé",360.0,4.19,55.2,12.6,8.52,35.8,0.1,10.7,0.1,4.13,12.4,11.5
"Gâteau marbré, prémballé",0.0,5.76,50.5,23.0,0.2,27.9,0.0,0.4,0.2,0.4,27.1,19.4
"Gâteau sablé aux fruits, préemballé",0.0,5.13,63.9,16.3,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gâteau moelleux aux fruits, prémballé",0.0,4.61,61.6,14.8,0.0,34.2,0.0,9.78,0.0,3.95,20.4,19.0
"Gâteau moelleux aux fruits à coque, prémballé",0.0,6.2,48.8,25.5,0.0,34.7,0.0,0.64,0.0,0.36,33.7,0.0
"Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé",0.0,5.31,60.7,21.7,8.1,43.7,0.0,9.9,2.9,3.2,19.6,17.0
"Génoise fourrée et nappée au chocolat, prémballé",0.0,5.46,53.3,20.8,0.75,35.0,0.0,2.65,3.23,3.5,19.8,13.5
"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé",0.0,4.41,64.2,6.5,1.4,43.9,0.0,2.5,0.2,1.4,2.6,15.3
"Muffin, aux myrtilles ou au chocolat",0.0,5.59,48.9,23.4,0.2,27.9,0.0,0.2,0.43,0.43,27.0,17.6
"Madeleine, pur beurre, préemballée",0.0,5.6,52.6,25.5,0.5,27.4,0.0,1.3,0.2,1.3,24.3,20.6
"Madeleine au chocolat, préemballée",0.0,6.06,51.5,24.9,0.6,29.0,0.0,1.2,0.9,1.3,25.0,16.4
"Madeleine ordinaire, préemballée",0.0,5.2,53.5,25.2,0.3,23.8,0.0,1.2,0.3,1.3,20.7,21.2
Tarte aux poires amandine,0.0,4.9,37.7,14.9,3.1,21.2,0.0,2.8,0.3,1.3,13.7,11.8
Gâteau aux amandes type financier,0.0,9.1,44.3,27.4,0.2,34.6,0.0,0.3,0.2,0.2,34.1,8.8
"Gâteau aux amandes, préemballé",0.0,5.78,60.1,17.3,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0
Mille-feuille,0.0,3.88,43.7,11.3,0.5,28.8,0.0,0.5,0.5,0.5,21.1,13.0
Barre glacée chocolatée,359.0,5.12,35.8,21.4,0.22,27.7,0.0,2.47,4.42,1.43,19.1,8.13
"Glace ou crème glacée, bâtonnet, enrobé de chocolat",328.0,3.35,33.4,19.8,0.4,27.9,0.0,1.2,5.13,1.73,19.5,5.47
"Glace ou crème glacée, cône (taille standard)",0.0,3.44,37.8,13.5,0.45,25.7,0.1,2.65,3.41,1.16,18.1,12.1
"Glace ou crème glacée, en bac",0.0,2.5,26.1,8.4,0.85,21.9,0.1,1.18,4.69,2.21,13.0,0.35
Glace au yaourt,0.0,3.38,22.7,2.2,0.1,20.7,0.1,1.37,4.06,0.36,14.9,0.0
"Glace ou crème glacée, gourmande, en bac",0.0,2.99,29.0,10.7,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0
"Glace ou crème glacée, gourmande, en pot",0.0,4.13,24.2,17.9,0.8,21.9,0.0,1.39,3.98,1.0,14.7,1.0
"Glace ou crème glacée, mini cône",0.0,4.11,38.5,20.2,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0
"Glace ou crème glacée, pot individuel",0.0,3.15,26.7,12.7,1.89,22.1,0.0,3.28,4.53,2.33,10.1,0.0
"Glace ou crème glacée, petit pot enfant",0.0,1.83,25.2,5.94,0.9,22.0,0.0,0.0,0.0,2.8,9.6,0.0
"Sorbet, bâtonnet",0.0,0.28,25.7,0.32,0.2,23.1,0.0,0.4,0.2,2.6,16.5,0.35
"Sorbet, en bac",0.0,0.46,29.6,0.78,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sorbet, pot individuel",0.0,0.0,27.0,2.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Glace à l'eau,0.0,0.066,20.8,0.2,0.7,20.1,0.0,2.1,0.2,1.0,12.3,0.0
"Sorbet, cône",0.0,2.04,39.3,6.74,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0
Profiterole avec glace vanille et sauce chocolat,286.0,5.38,31.4,14.9,0.56,19.0,0.1,0.95,2.97,1.08,13.4,12.4
Pêche melba,119.0,2.02,18.8,3.62,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.57
Dessert glacé type mystère ou vacherin,275.0,3.12,40.5,10.7,1.8,33.7,0.0,3.2,1.5,2.6,22.4,0.35
"Dessert glacé, type sundae",230.0,2.52,32.6,9.7,0.6,24.9,0.0,2.4,4.87,3.63,13.4,0.0
"Dessert glacé feuilleté, à partager",262.0,2.65,26.2,16.1,1.8,21.9,0.0,0.0,0.0,3.4,10.2,0.0
Omelette norvégienne,212.0,3.6,34.8,6.5,1.7,32.7,0.0,2.7,3.2,1.6,23.5,2.0
Poire belle Hélène,196.0,2.68,23.5,9.57,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.61
Nougat glacé,263.0,4.83,25.3,15.2,1.2,20.5,0.0,0.0,5.1,1.8,9.9,0.35
Citron givré ou Orange givrée (sorbet),133.0,0.14,29.1,1.77,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0
Coupe glacée type café ou chocolat liégeois,220.0,2.98,28.6,10.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0
Bûche glacée,226.0,2.42,30.0,10.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0
Coupe glacée parfum pêche Melba ou poire Belle-Hélène,163.0,0.89,32.2,3.36,0.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0
"Beurre à 82% MG, doux",753.0,0.69,0.9,82.9,0.1,0.83,0.1,0.1,0.83,0.1,0.1,0.0
Huile de beurre ou Beurre concentré,0.0,0.27,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beurre à 80% MG, demi-sel",738.0,0.72,0.55,81.4,0.13,0.39,0.0,0.05,0.39,0.13,0.13,0.0
"Beurre à 80% MG, salé",732.0,0.5,0.68,80.8,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Beurre à 82% MG, doux, tendre",755.0,0.7,0.5,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",550.0,0.56,0.7,60.6,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0
"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",555.0,0.9,0.5,61.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",741.0,0.68,0.99,81.5,0.05,0.84,0.05,0.05,0.84,0.05,0.05,0.048
"Beurre à 39-41% MG, léger, doux",391.0,0.5,3.6,41.7,0.1,1.26,0.1,0.1,1.26,0.1,0.1,0.0
"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",247.0,0.4,3.8,25.6,0.5,0.0,0.0,0.5,0.5,0.5,0.5,2.9
"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",201.0,0.5,6.2,19.1,0.1,1.56,0.1,0.1,1.56,0.1,0.1,4.3
Huile ou beurre de cacao,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de coco (coprah), sans précision",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de coco (coprah), raffinée",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matière grasse ou graisse végétale solide (type margarine) pour friture,899.0,0.5,0.0,99.8,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
Huile ou beurre de karité,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile pour friture, sans précision",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile de palme, sans précision",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de palme raffinée,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile ou graisse de palmiste, sans précision",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile végétale (aliment moyen),900.0,0.21,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'amandes d'abricot,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'amande,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'arachide,900.0,0.5,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'avocat,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de germe de blé,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de carthame,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de colza,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de coton,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de lin,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de maïs,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noisette,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de noix,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'olive vierge extra,900.0,0.5,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de pavot,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de pépins de raisin,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de son de riz,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de sésame,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de soja,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de tournesol,901.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile combinée (mélange d'huiles),896.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Huile combinée, mélange d'huile d'olive et de graines",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile d'argan ou d'argane,889.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 80% MG, salée",722.0,0.5,0.5,80.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale ou margarine, 80% MG, doux",726.0,0.39,0.3,80.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 70% MG, doux",631.0,0.13,0.24,70.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",548.0,0.5,0.55,60.6,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.35
"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",532.0,0.28,0.24,58.9,0.05,0.22,0.05,0.05,0.22,0.05,0.05,0.0
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",366.0,1.44,3.0,38.6,0.1,1.91,0.1,0.1,1.91,0.1,0.1,0.0
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",358.0,0.9,3.05,38.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",349.0,0.0,0.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",521.0,0.15,0.18,57.8,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",523.0,0.2,0.2,58.0,0.5,0.2,0.0,0.5,0.5,0.5,0.5,0.5
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",548.0,0.5,0.0,60.8,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",491.0,0.083,0.12,54.5,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",536.0,0.5,0.18,59.3,0.1,0.18,0.1,0.1,0.18,0.1,0.1,0.5
"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",325.0,0.1,2.5,35.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Matière grasse mélangée (végétale et laitière) à 50-63% MG,490.0,0.4,0.6,54.0,0.2,0.6,0.0,0.2,0.6,0.2,0.2,0.35
"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",481.0,0.4,0.6,53.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",397.0,1.69,5.6,40.9,0.2,2.3,0.0,0.2,2.3,0.2,0.2,2.2
"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",370.0,1.5,5.6,38.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Huile de foie de morue,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de sardine,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de saumon,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huile de hareng,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saindoux,896.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lard gras, cru",810.0,2.92,0.0,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse de poulet,898.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse de canard,898.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse d'oie,898.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graisse de dinde,898.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
